"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.4861,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",5.8601,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.546,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",6.8112,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",2.8805,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",5.705,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.8472,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.6613,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.347,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.7713,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",2.7093,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",4.832,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",9.8811,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.4308,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.245,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",4.3514,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.8153,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",4.4133,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.5824,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",4.0297,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",6.8905,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",3.1358,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",2.9837,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",5.9878,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",4.5834,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",5.3567,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",4.9278,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",5.2527,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",4.6698,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",7.3934,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",3.3891,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",3.7513,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",5.8382,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",2.8369,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",6.5183,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",3.9109,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",3.226,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",4.6261,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",3.0097,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",4.0279,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",5.0852,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",3.1605,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",7.5752,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",4.4901,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",4.3629,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",2.7842,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",5.4637,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",6.8382,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",3.0947,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",5.2688,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",5.5173,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","left",2.6804,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"5d82722","2023-07-21_18h14.20.507","idiolect_t2","right",3.9604,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
